ad_index,ad_id,ad_product,domain,subdomain,vague_query,product_id,user_search_query,ad_title,ad_description,url,seller,brand,label,image_id
2125,2007236,Fitbit - Blaze Smart Fitness Watch (Small) - Blue,Electronics,Wearable Technology,How can I track my daily fitness activities and monitor my heart rate effectively?,2761060,fit bit blaze,Fitbit - Blaze Smart Fitness Watch (Small) - Blue,"Get your own workout coach with the Fitbit Blaze in blue. PurePulse heart rate tracking ensures you reach optimal heart rate for maximum calories burned, and the all-day activity tracking notes every step you take, whether you're climbing stairs or running for a taxi. The Fitbit Blaze in blue even features sleep tracking and can wake you up each morning. Fits wrists from 5.5"" to 6.7""Measures steps taken, distance traveled, and stairs climbedSmart notificationsCompatible with Android, iOS and Windows PhoneHi-res color LCD touch screenElastomer band",bestbuy.com,Best Buy,Fitbit,1,[IMG_CATEID_377]
2126,4408887,"Sterling Silver 2/5ct TDW Diamond Engagement Ring (Size 6), Men's, White",Jewelry,Engagement Rings,What are some popular options for men's engagement rings?,3380785,valina engagement rings,"Sterling Silver 2/5ct TDW Diamond Engagement Ring (Size 6), Men's, White","White diamond ring, Sterling silver jewelry Size: 6. Gender: Male. Age Group: Adult.",overstock.com,Overstock.com,Overstock,0,[IMG_CATEID_372]
2127,2097464,Cabela's Keel Downrigger Weights - Orange (4 LB) Size 4 Lb,Sports & Outdoors,Fishing Equipment,What tools can help improve my fishing experience?,2677005,cabela's sporting goods,Cabela's Keel Downrigger Weights - Orange (4 LB) Size 4 Lb,"A downrigger weight designed for true performance. The keel ensures accurate tracking and prevents cable twisting. Reflective prism tape is attached to both sides of the keel for extra sparkle and flash. 6mm vinyl coating prevents scratches. Weight: 4 lb., 6 lb., 8 lb., 10 lb, 15 lb. Colors: Black, Green, Orange. Size: 4 LB. Color: Orange. Type: Downrigger Weight.",cabelas.com,Cabela's,Cabela's,0,[IMG_CATEID_1246]
2128,80942,14 Hands Vineyards Chardonnay 2014 750ml,Food & Beverage,Wine,What are some good options for a smooth white wine with a hint of oak and spice?,3321069,franciscan wine,14 Hands Vineyards Chardonnay 2014 750ml,"On the palate, notes of sweet oak and spice give way to a soft, lingering finish.",pricegrabber.com,WineChateau.com,14 Hands Vineyards,0,[IMG_CATEID_1572]
2129,1493563,PC4MF100-C: Power Extension Cords | Ericson | Galco,Electronics,Power Cords,What should I consider when looking for reliable extension cords for industrial use?,1706807,what type extension cord for air conditioner,PC4MF100-C: Power Extension Cords | Ericson | Galco,"Multi Conduct Camlok Cordset #4/5 Male/fem 100'. Input: Camlock, Output: Camlock, Length: 100 Feet, Color: Black, Plug Angle: Straight, Voltage Rating: 600 Vac, Current Rating: 90 Amps, Cord Type: W, Wire Gauge: 4 Awg",galco.com,Galco Industrial Electronics,Ericson,0,[IMG_CATEID_3377]
2130,3553752,Be Still... And Know That I Am God : Devotions For Every Day Of The,Books & Literature,Religious & Spiritual Books,Can you recommend some daily devotional books for spiritual growth?,3658163,be still and know that i am god,Be Still... And Know That I Am God : Devotions For Every Day Of The,"Be Still... and Know That I Am God : Devotions for Every Day of the Year by Gus Keiser A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less.",ebay.com,eBay,"Augsburg Fortress, Publishers",1,[IMG_CATEID_4277]
2131,185692,Under Armour Headline Stretch Fit Cap - Black/Graphite- L/XL...,Apparel & Accessories,Hats & Caps,Where can I find a comfortable and stylish cap for outdoor activities?,1719741,sergio golf caps,Under Armour Headline Stretch Fit Cap - Black/Graphite- L/XL...,Traditional curved visor stretch fit cap. High density heat seal UA logo on the front of cap. Rear comfort band with jacquard UA wordmark,hardballfans.com,Hardball Fans,Under Armour,0,[IMG_CATEID_261]
2132,2979505,"Cell Phone Camera Lens, Jopree 4 in 1 Camera Lens Kit, 20X Macro Lens, 2.0X Zoom Telephoto Lens, 120°Wide Angle Lens, 180°Fisheye Lens for iPhone X/",Electronics,Mobile Photography Accessories,How can I enhance the photography capabilities of my smartphone for travel?,1527295,cell phone camera,"Cell Phone Camera Lens, Jopree 4 in 1 Camera Lens Kit, 20X Macro Lens, 2.0X Zoom Telephoto Lens, 120°Wide Angle Lens, 180°Fisheye Lens for iPhone X/","4 in 1 Professional DSLR Phone Camera Lens Universal for iPhone X/ 8/7 / 6S, Samsung/iPad/Android Smartphones. Made of professional optical glass and aviation aluminum, 5+5 coating to reduce glare, reflection, and ghosting, make the picture distortion below 3%; Contains 2.0X Telephoto Lens + 180°Fisheye Lens + 120°Wide Angle Lens + 20X Macro Lens,turn your mobile into DSLR Camera, enjoy your stunning photographing trip and brilliant high-quality technical image now. 20X Macro Lens&180°Fisheye Lens Macro Lens enable you to shoot photos at a distance of 0.39-1.18in from your object, capture amazing close-ups in natural's crisp details; fisheye lens provides you incredible and dramatic rounded images, which takes you into the stunning and fantastic world, it will be your the best choice for your travel 120° /0.5X Wide Angle Lens & 2.0X Telephoto Lens Wide Angle Lens help largely expand the field of view and enable you capture the entire family or a whole team member into one picture; Advanced 2X optical telephoto lens will bring you closer to the scenery, close-up shot not only can shorten the distance effectively ,but also blur the background Easy Use& Wide Compatibility Detachable clamps is equipped with a screw fixing device can adjust and fix the lens clip according to the thickness of the phone, and won't leave any scratches on your phone, two different clips design to fit for dual/single lens phone, very strong and not easy to slide Professional Package Design&% Satisfaction Customer Guarantee Carrying case make it easy for traveling, separate packing design and professional lens cover to prevent friction, inside lens use guide provide you detailed instructions; We provide 60 days money back, 18-month warranty and friendly lifetime customer service, please email us if you have any question or problem Jopree Professional DSLR Phone Lens Aluminum Camera Lens Kit, 20X Macro+180°Fisheye+120° /0.5X Wide Angle+ 2.0X Telephoto Phone Camera Lens for iPhone X,8, 7, 7 Plus, 6s, 6, Samsung, Other Smartphones Note: 1....",amazon.com,Amazon.com,JOPREE,1,[IMG_CATEID_4345]
2133,118352,"Forza Horizon 3 (Xbox One) Microsoft, 889842148251, Multicolor",Video Games,Racing Games,What are some popular open-world racing games for consoles?,3876189,forza horizon 3,"Forza Horizon 3 (Xbox One) Microsoft, 889842148251, Multicolor","Forza Horizon 3 (Xbox One) Microsoft, 889842148251 Color: Multicolor.",walmart.com,Walmart,Microsoft,1,[IMG_CATEID_4454]
2134,2812118,TAG OFF Skin Natural Skin Tag Remover Take Skin Tag Away,Health & Personal Care,Skin Treatments,How can I naturally remove skin tags without causing any scars or pain?,1509963,what do skin tags look like on the face,TAG OFF Skin Natural Skin Tag Remover Take Skin Tag Away,"Tag OFF ""Skin Tag Remover"" is a topical remedy made from all-natural plant extracts that help eliminate those harmless skin overgrowths without any pain. Tag Off removes skin tags the all-natural way. Its main ingredients are Thuja occidentalis and Royal Honey. TAGOFF isproven, safe for all types of skin, formulated in the USA. Main benefits are Chemical free, Noscars, painless, fast, Formula 100% Natural, No side effects.",overstock.com,Overstock.com,Other,0,[IMG_CATEID_2584]
2135,453733,Simon Says Stamp MOSAIC HEART Wafer Dies SSSD111591 Among The Stars. Product Type: Die Cutting. Simon Says Wafer Dies Crafting & Stamping Supplies,Arts & Crafts,Die Cutting,What tools can I use for intricate paper crafting designs?,864735,simons says stamps,Simon Says Stamp MOSAIC HEART Wafer Dies SSSD111591 Among The Stars. Product Type: Die Cutting. Simon Says Wafer Dies Crafting & Stamping Supplies,"Simon Says Stamp MOSAIC HEART Wafer Dies SSSD111591 Among The Stars. Product Type: Die Cutting. Simon Says Wafer Dies Crafting & Stamping Supplies Product Type: Die Cutting from Simon Says Stamp (SimonSaysStamp.com) New from our Among the Stars release. Simon Says Stamp dies are made in the USA of 100% durable steel and usable in nearly every machine on the market. Use wafer dies on cardstock, felt, fabric, even shrink plastic! You can use wafer thin dies to cut, stencil, emboss and create! This die measures approximately 3 x 2.75 inches. Related Search Terms: Simon Says Stamp MOSAIC HEART Wafer Dies SSSD111591 Among The Stars 2016 die die-cut diecut diecuts cuts cutting die-cuts die-cutting cut waferthin mosaics hearts tile tiles tilework style styles greek roman islamic shape shapes modern new",simonsaysstamp.com,Simon Says Stamp,Simon Says Wafer Dies,1,[IMG_CATEID_4236]
2136,711361,PatPat-Mommy and Me Allover Tropical Printed One-piece Swimsuit Swimwear unisex Women: S,Apparel & Accessories,Swimwear,Where can I find matching swimsuits for parents and kids?,167945,best swim suits for little boobs,PatPat-Mommy and Me Allover Tropical Printed One-piece Swimsuit Swimwear unisex Women: S,Apparel & Accessories > Clothing > Outfit Sets from patpat.com,patpat.com,PatPat,PatPat,0,[IMG_CATEID_4061]
2137,1498375,The Solar System And You Dark T-Shirt,Apparel & Accessories,Graphic T-Shirts,Where can I find unique and comfortable graphic tees for casual wear?,1074794,solar system,The Solar System And You Dark T-Shirt,"Quality short-sleeve crew-neck t-shirts, 100% pre-shrunk cotton (cotton/polyester blend for gray colors), heavy weight fabric for comfortable feel. Fit is unisex standard (size up in doubt) Graphic tee designs are professionally printed, your unique design will look great. Make someone smile with funny, cute, vintage or expressive artwork Treat yourself, or make this shirt the perfect gift on birthdays, anniversaries, retirement, or for no reason at all Machine wash cold inside out with like colors, tumble dry low for easy care IMPORTED",cafepress.com,CafePress,CafePress,0,[IMG_CATEID_411]
2138,4866397,"Hand Scraped Strand Woven Walnut (Brown) 1/2 in. T x 4.92 in. W x 72.83 in. L Solid Bamboo Flooring, Walnut",Home Improvement,Flooring,What are some durable flooring options for a residential home that also meet indoor air quality standards?,170962,wood flooring in charleston; wv,"Hand Scraped Strand Woven Walnut (Brown) 1/2 in. T x 4.92 in. W x 72.83 in. L Solid Bamboo Flooring, Walnut","Hand Scraped Woven Solid Bamboo Flooring is favorable for its extreme hardness and durability. It's the perfect choice for residential use. The prefinished flooring has a 7-layer Aluminum Oxide Finish providing protection from everyday wear. This product has achieved GREENGUARD Indoor Air Quality Certification and has been tested for more than 10,000 volatile organic compounds, including formaldehyde, to meet these standards. The tongue and groove profile allows the flooring to be installed on and above grade. The exotic style flooring is perfect for modern, traditional and transitional interiors. Color: Walnut.",homedepot.com,Home Depot,Home Decorators Collection,1,[IMG_CATEID_112]
2139,4081394,Crayola 40 in. x 40 in. x 8 in. Composite Square Sandbox Kit,Toys & Games,Outdoor Play Equipment,What are some fun outdoor activities for kids that encourage creativity and imagination?,813547,sandbox covers,Crayola 40 in. x 40 in. x 8 in. Composite Square Sandbox Kit,"Frame It All - Simple Modular Sandboxes. The sandbox that grows with you. The Frame It All Crayola 40 in. x 40 in. x 8 in. Composite Square Sandbox Kit provides the building blocks of childhood imagination and discovery. Children are immediately attracted to the familiar Crayola logo and bright colors. Snap together connections require no tools for assembly. Timbers will never rot, warp, splinter or fade. Sandbox liner included to prevent weeds while allowing rain or water to drain.",homedepot.com,Home Depot,Frame It All,0,[IMG_CATEID_3020]
2140,1426531,Hp Printhead Service Kit 6500,Electronics,Printers & Accessories,Where can I find maintenance kits for my office printer?,662896,inkjet printhead service,Hp Printhead Service Kit 6500,Hp Printhead Service Kit 6500. Condition is New. Shipped with USPS Priority Mail. HP sells for 72.96 plus shipping.,ebay.com,eBay,HP,1,[IMG_CATEID_140]
2141,150202,"Jamis Dragon Comp Small Mountain Bike 26"" Steel Hardtail Shimano",Sports & Outdoors,Mountain Biking,What should I look for in a good quality mountain bike for beginners?,875758,jamis bikes,"Jamis Dragon Comp Small Mountain Bike 26"" Steel Hardtail Shimano","Item for sale is a Jamis Dragon Comp hardtail mountain bike in excellent used condition. I bought this bike from the original owner, who bought it for his wife. He told me she rode it once, and it sat in the garage. I bought it for my wife, who rode it once. A friend's girlfriend took it on a few easy neighborhood rides. Probably less than 60 miles total on the bike. Paint is super clean. Bike is steel, with Reynolds 631 main tubes. Shimano hydraulic disc brakes. Shimano SLX shifters and crank. XT rear derailleur. Geax Gato tires look excellent. This is a 26"" wheel bike. Wheels are super high quality, with double walls, eyelets, stainless spokes. Size is small, or about 16"" from bb cntr to top tube. Good for 5'3""-5'7"" rider height. Local pickup only..... San Diego...",ebay.com,eBay,Shimano,0,[IMG_CATEID_1237]
2142,2221807,"Women's SONOMA Goods for Life Essential Crewneck Tee, Size: Small, Black",Fashion & Apparel,Women's Clothing,Where can I find comfortable and versatile t-shirts for women?,4155249,black sonoma t shirts,"Women's SONOMA Goods for Life Essential Crewneck Tee, Size: Small, Black","A casual classic. This women's SONOMA Goods for Life crewneck tee is perfect for everyday wear. Watch the product video here. Crewneck Jersey construction Snow nep fabricFIT & SIZING SONOMA Goods for Life Size ChartFABRIC & CARE Cotton, polyester Machine wash Imported Size: Small. Color: Black. Gender: female. Age Group: adult. Material: Cotton / Poly.",kohls.com,Kohl's,SONOMA Goods for Life,0,[IMG_CATEID_776]
